Date,Voltage,Current,Power,Kitchen energy,Laundry energy,Heating energy,Other energy
2009-03-11,241.8211736111111,7.027638888888888,1.6707666666666667,3476.0,7288.0,10737.0,18597.4
2009-03-12,241.9984236111111,5.457916666666667,1.3105972222222222,0.0,364.0,13655.0,17435.333333333332
2009-03-13,242.75730555555558,4.171388888888889,1.0038333333333334,1082.0,311.0,10466.0,12233.0
2009-03-14,242.17880555555556,6.186111111111111,1.4923805555555554,2196.0,280.0,18036.0,15305.133333333333
2009-03-15,241.77111111111114,5.69625,1.3486541666666665,3478.0,5152.0,8353.0,15384.7
2009-03-16,242.41189020152885,3.8480889506601805,0.9275413481584434,0.0,306.0,9273.0,12666.533333333333
2009-03-17,241.95642361111112,5.649305555555555,1.3416041666666667,1110.0,3952.0,12320.0,14816.5
2009-03-18,242.84061805555555,4.181111111111111,1.0074166666666666,1123.0,375.0,12101.0,10579.0
2009-03-19,242.7762777777778,3.4248611111111114,0.8274527777777777,0.0,314.0,9458.0,10086.866666666667
2009-03-20,242.9164861111111,4.217777777777778,1.016601388888889,1083.0,308.0,10618.0,12389.433333333332
2009-03-21,242.58272222222223,5.671805555555555,1.3402930555555554,5420.0,682.0,10266.0,15799.033333333333
2009-03-22,241.52761111111113,4.950555555555556,1.1730347222222224,2017.0,3778.0,9015.0,13342.833333333334
2009-03-23,242.05365277777778,3.7894444444444444,0.9003125000000001,1078.0,310.0,5999.0,14220.5
2009-03-24,242.4840972222222,4.8943055555555555,1.1539666666666666,1710.0,352.0,10149.0,15484.2
2009-03-25,243.1130625,5.353055555555556,1.2769263888888889,2780.0,3315.0,10287.0,14264.233333333334
2009-03-26,242.93575694444445,3.5016666666666665,0.8409749999999999,0.0,312.0,8596.0,11275.4
2009-03-27,242.62864583333334,5.015138888888889,1.1902263888888889,1103.0,526.0,9947.0,16989.433333333334
2009-03-28,242.13561805555554,6.603333333333333,1.5701222222222222,4527.0,327.0,12225.0,20603.933333333334
2009-03-29,242.54856944444444,6.418333333333333,1.5393402777777778,1611.0,4024.0,9502.0,21807.166666666668
2009-03-30,242.72852083333333,4.304722222222223,1.0260083333333334,1085.0,295.0,9901.0,13343.2
2009-03-31,242.16790277777778,5.309027777777778,1.2663069444444444,2202.0,2711.0,12958.0,12520.366666666667
2009-04-01,242.90603472222222,4.807916666666666,1.1396805555555556,2807.0,2364.0,7309.0,14872.333333333334
2009-04-02,242.2396388888889,4.761388888888889,1.1418986111111111,1128.0,324.0,13500.0,12453.566666666668
2009-04-03,241.8118888888889,3.982916666666666,0.9467083333333334,0.0,326.0,8556.0,13839.0
2009-04-04,241.45065277777778,6.396527777777778,1.5216888888888889,2699.0,4172.0,16251.0,13398.533333333333
2009-04-05,242.31370833333332,4.112083333333333,0.9553583333333333,3832.0,357.0,6503.0,12236.6
2009-04-06,242.30114583333335,4.225555555555555,1.0087736111111112,799.0,333.0,10141.0,12937.566666666668
2009-04-07,241.98941666666667,4.23125,1.0000638888888889,1103.0,338.0,9121.0,13439.533333333333
2009-04-08,242.25972916666666,4.527916666666666,1.0656944444444443,2131.0,2827.0,7968.0,12650.666666666666
2009-04-09,242.2968263888889,5.464583333333334,1.3128277777777777,2682.0,366.0,13482.0,14977.866666666667
2009-04-10,242.0344861111111,5.329166666666667,1.2792458333333334,2057.0,2822.0,13828.0,11994.9
2009-04-11,240.96925694444442,7.175277777777778,1.7100319444444443,3661.0,4286.0,18233.0,14860.766666666666
2009-04-12,240.4032986111111,6.332777777777778,1.486813888888889,7498.0,1504.0,12470.0,14211.533333333333
2009-04-13,241.13144645340753,4.737830319888734,1.1116995827538247,1006.0,5648.0,6209.0,13780.733333333334
2009-04-14,241.4923263888889,4.435,1.0427347222222223,888.0,2341.0,9478.0,12318.633333333333
2009-04-15,241.32070833333333,3.6109722222222222,0.8444875,1880.0,463.0,5278.0,12646.7
2009-04-16,240.47604166666667,4.6241666666666665,1.0864749999999999,2896.0,397.0,9809.0,12973.4
2009-04-17,241.32772916666667,5.966944444444445,1.4186180555555554,0.0,5224.0,7655.0,21167.833333333332
2009-04-18,241.04625,4.428055555555555,1.0501847222222223,1028.0,2613.0,10699.0,10864.433333333332
2009-04-19,242.6585347222222,3.7484722222222224,0.8933805555555556,2201.0,376.0,8088.0,10776.133333333333
2009-04-20,241.90455555555556,4.333333333333333,1.0322986111111112,0.0,2644.0,10476.0,11655.166666666666
2009-04-21,240.64846527777777,5.535277777777778,1.3156930555555555,1925.0,375.0,7380.0,21896.633333333335
2009-04-22,241.27485416666664,4.372777777777778,1.0390263888888889,1024.0,1203.0,13265.0,9444.633333333333
2009-04-23,241.49463888888891,3.402222222222222,0.7926805555555556,1068.0,395.0,5511.0,12050.333333333334
2009-04-24,241.7900833333333,3.529861111111111,0.8292,0.0,383.0,9677.0,9840.8
2009-04-25,240.50833333333333,5.936111111111111,1.404363888888889,2007.0,3901.0,13225.0,14571.733333333334
2009-04-26,241.8649236111111,5.242083333333333,1.2372402777777778,3053.0,3017.0,10561.0,13062.766666666666
2009-04-27,241.0012291666667,4.004166666666666,0.9386305555555555,995.0,376.0,7021.0,14135.133333333333
2009-04-28,241.990125,5.059027777777778,1.1849902777777777,2068.0,371.0,11469.0,14531.766666666666
2009-04-29,242.18654166666667,4.858472222222222,1.1560277777777779,1043.0,2492.0,9372.0,14837.666666666666
2009-04-30,241.90433333333334,5.323888888888889,1.2741402777777777,1027.0,363.0,15305.0,13884.366666666667
2009-05-01,241.27309027777778,4.424166666666666,1.0505569444444445,1067.0,1052.0,11709.0,11385.366666666667
2009-05-02,241.8829027777778,4.077500000000001,0.9679930555555556,1430.0,374.0,9760.0,11667.833333333334
2009-05-03,242.06633333333335,4.7619444444444445,1.1172763888888888,3207.0,2593.0,7226.0,13788.633333333333
2009-05-04,241.43522916666666,4.841388888888889,1.158251388888889,1007.0,411.0,11374.0,15006.033333333333
2009-05-05,240.81849305555556,5.057222222222222,1.2024124999999999,1049.0,5539.0,10166.0,12103.9
2009-05-06,240.8967152777778,3.969722222222222,0.9374319444444444,1038.0,1797.0,9058.0,10605.366666666667
2009-05-07,241.1735138888889,2.972777777777778,0.7032277777777778,0.0,374.0,7992.0,8511.466666666667
2009-05-08,240.82481249999998,5.417777777777778,1.2896916666666667,2226.0,848.0,15426.0,12452.6
2009-05-09,241.57422916666667,3.7644444444444445,0.8759388888888889,2090.0,382.0,6605.0,11945.533333333333
2009-05-10,241.0718763029882,5.843919388464211,1.366610145934677,4300.0,6670.0,8692.0,13113.866666666667
2009-05-11,240.25132638888888,4.4309722222222225,1.0535944444444445,1035.0,457.0,11009.0,12785.266666666666
2009-05-12,240.3767777777778,4.768888888888889,1.1291361111111111,0.0,2713.0,11335.0,13051.266666666666
2009-05-13,240.63597916666666,3.7073611111111116,0.8655541666666666,1419.0,553.0,7127.0,11674.3
2009-05-14,240.05952083333335,4.805694444444445,1.115961111111111,0.0,4065.0,11499.0,11219.066666666668
2009-05-15,240.95720138888888,4.182777777777778,0.9876569444444445,1382.0,494.0,12195.0,9632.766666666666
2009-05-16,239.98875694444445,5.885416666666667,1.3940124999999999,1705.0,4820.0,12265.0,14666.3
2009-05-17,240.30072916666666,4.605416666666667,1.0720583333333333,2555.0,1926.0,7168.0,14080.4
2009-05-18,240.9586736111111,3.518194444444444,0.8402124999999999,763.0,374.0,8971.0,10057.1
2009-05-19,240.9929375,4.701527777777778,1.1231555555555557,3253.0,792.0,10981.0,11929.733333333334
2009-05-20,241.31970833333332,3.8394444444444447,0.907751388888889,1061.0,1889.0,9470.0,9366.033333333333
2009-05-21,241.01910416666666,4.608472222222222,1.0938541666666668,1553.0,1278.0,12563.0,10858.5
2009-05-22,241.9665347222222,3.200972222222222,0.7463930555555556,982.0,1207.0,8078.0,7646.433333333333
2009-05-23,240.56841666666668,4.4944444444444445,1.0629152777777777,480.0,1844.0,12579.0,10606.966666666667
2009-05-24,242.01796527777776,3.7705555555555557,0.8942958333333334,45.0,446.0,10256.0,10716.1
2009-05-25,238.4309027777778,4.001805555555555,0.9403444444444444,920.0,966.0,9930.0,10752.266666666666
2009-05-26,231.78053583855254,4.044676409185803,0.9308796102992345,1191.0,860.0,10100.0,10143.566666666668
2009-05-27,231.14297222222223,4.673472222222222,1.072425,1052.0,2355.0,11076.0,11255.2
2009-05-28,233.70236111111112,3.512916666666667,0.8192611111111112,1502.0,421.0,9049.0,8690.266666666666
2009-05-29,241.55870138888892,3.633472222222222,0.8630875,1005.0,434.0,10112.0,9163.1
2009-05-30,241.1634097222222,4.9030555555555555,1.1521569444444444,2787.0,1707.0,11557.0,11600.766666666666
2009-05-31,241.45614583333332,2.8866666666666667,0.6645069444444445,1466.0,458.0,5720.0,8304.166666666666
2009-06-01,241.334125,4.31125,1.0022638888888888,2789.0,461.0,11361.0,9443.333333333334
2009-06-02,241.6302986111111,3.367777777777778,0.7573875,0.0,506.0,7892.0,9779.3
2009-06-03,240.40592361111112,4.076666666666666,0.9420680555555555,940.0,1370.0,11577.0,8722.633333333333
2009-06-04,240.0102013888889,3.083472222222222,0.7192083333333333,1906.0,455.0,6905.0,7995.0
2009-06-05,239.86320833333335,3.65,0.8544166666666666,0.0,456.0,12515.0,7535.0
2009-06-06,240.58184027777776,4.414305555555556,1.0246180555555555,1769.0,2732.0,10611.0,9478.833333333334
2009-06-07,241.01856249999997,3.628888888888889,0.8384666666666667,2077.0,1641.0,6034.0,10371.2
2009-06-08,240.0647291666667,3.5420833333333337,0.8185944444444445,1024.0,432.0,8551.0,9639.266666666666
2009-06-09,240.9235138888889,3.957777777777778,0.9255902777777777,1000.0,414.0,10695.0,10105.166666666666
2009-06-10,240.7160833333333,4.733888888888889,1.1131916666666668,1032.0,4745.0,9889.0,11050.6
2009-06-11,241.17605555555556,3.8533333333333335,0.9032291666666667,0.0,472.0,10610.0,10595.5
2009-06-12,240.9373402777778,3.265972222222222,0.7650916666666666,1009.0,460.0,7137.0,9756.2
2009-06-13,243.85266666666666,2.006666666666667,0.4739333333333333,0.0,5.0,79.0,152.96666666666667
2009-06-14,,,,0.0,0.0,0.0,0.0
2009-06-15,240.68143147208121,3.3833502538071065,0.7836629441624365,916.0,348.0,5662.0,5939.133333333333
2009-06-16,240.83118055555556,4.484861111111111,1.047772222222222,2983.0,1221.0,13691.0,7251.533333333334
2009-06-17,241.29550694444447,2.958888888888889,0.6861222222222222,975.0,611.0,7193.0,7687.933333333333
2009-06-18,241.2962222222222,3.4075,0.8095138888888889,0.0,461.0,11223.0,7744.333333333333
2009-06-19,241.31758333333335,3.208472222222222,0.7547680555555556,969.0,475.0,7737.0,8933.433333333332
2009-06-20,241.48458333333332,3.2494444444444444,0.7688194444444444,0.0,2657.0,9159.0,6635.666666666667
2009-06-21,241.28675694444445,2.5322222222222224,0.5938486111111112,1039.0,412.0,6002.0,6799.366666666667
2009-06-22,241.20229166666667,3.2180555555555554,0.7597902777777777,0.0,449.0,11148.0,6637.966666666666
2009-06-23,241.21326388888886,3.0751388888888886,0.7216763888888889,1010.0,1261.0,8186.0,6863.233333333334
2009-06-24,240.53718055555555,4.516111111111111,1.0658847222222223,3059.0,1239.0,14275.0,7008.233333333334
2009-06-25,241.17795138888889,2.313888888888889,0.5356680555555555,0.0,495.0,6224.0,6137.033333333333
2009-06-26,240.54077083333334,3.8409722222222222,0.8870291666666665,1826.0,538.0,9952.0,8972.7
2009-06-27,241.81414583333333,5.028194444444445,1.1868416666666666,2663.0,2432.0,13468.0,9921.2
2009-06-28,241.83843055555556,3.2090277777777776,0.7356902777777777,0.0,1421.0,6742.0,9493.566666666668
2009-06-29,241.89382638888887,3.026388888888889,0.7014819444444444,1794.0,598.0,6462.0,7981.566666666667
2009-06-30,241.94360416666666,3.6422222222222222,0.8280875,582.0,1034.0,8989.0,9269.1
2009-07-01,241.80929861111113,3.6469444444444448,0.8460708333333334,989.0,590.0,9747.0,8979.7
2009-07-02,241.96674305555555,3.7150000000000003,0.8629013888888889,637.0,603.0,8032.0,11437.633333333333
2009-07-03,241.92334722222222,2.6351388888888887,0.6001027777777778,856.0,642.0,7371.0,5533.466666666666
2009-07-04,241.14746527777777,3.8441666666666667,0.8601166666666666,2084.0,2329.0,6791.0,9438.8
2009-07-05,241.4445763888889,4.310277777777778,0.9796777777777779,3215.0,1438.0,8014.0,10845.266666666666
2009-07-06,241.76347222222225,2.9018055555555557,0.6626805555555555,429.0,755.0,7142.0,7578.333333333333
2009-07-07,241.64100694444443,3.4037499999999996,0.7709277777777778,1292.0,3619.0,5704.0,7887.266666666666
2009-07-08,241.60375000000002,3.6909722222222223,0.8572222222222223,0.0,3514.0,9308.0,7751.333333333333
2009-07-09,242.59112499999998,2.6118055555555557,0.587675,0.0,656.0,4783.0,8665.2
2009-07-10,242.2466643454039,3.5204735376044565,0.826683844011142,988.0,2624.0,7492.0,8681.3
2009-07-11,242.21479166666666,3.018194444444444,0.6902555555555555,981.0,683.0,7756.0,7146.133333333333
2009-07-12,242.3049375,1.6009722222222222,0.3565819444444444,0.0,589.0,4060.0,3908.9666666666667
2009-07-13,242.5475138888889,1.5625,0.3449625,0.0,594.0,3881.0,3804.1
2009-07-14,242.2053888888889,2.8152777777777778,0.6329374999999999,2303.0,618.0,6155.0,6114.5
2009-07-15,241.92689583333333,2.1675,0.49866249999999995,878.0,932.0,5820.0,4337.9
2009-07-16,242.11697916666668,1.876111111111111,0.41635694444444443,0.0,1724.0,3902.0,4366.566666666667
2009-07-17,241.59461805555554,2.1952777777777777,0.5082,0.0,626.0,6670.0,4900.8
2009-07-18,242.00627777777777,2.884861111111111,0.6711180555555555,0.0,663.0,5389.0,10054.833333333334
2009-07-19,242.04660416666667,3.5258333333333334,0.8358638888888889,0.0,598.0,5058.0,14404.733333333334
2009-07-20,241.84186111111114,2.0479166666666666,0.4600597222222222,914.0,784.0,4948.0,4395.433333333333
2009-07-21,242.522875,2.5005555555555556,0.5651125,0.0,981.0,7795.0,4786.7
2009-07-22,242.07941666666665,2.2625,0.5135638888888889,0.0,681.0,3965.0,7679.533333333334
2009-07-23,241.94331944444446,3.0527777777777776,0.7152777777777778,926.0,622.0,9064.0,6554.666666666667
2009-07-24,241.7508263888889,1.756527777777778,0.39009583333333336,0.0,630.0,4128.0,4604.3
2009-07-25,242.09706944444446,1.6822222222222223,0.3727,0.0,577.0,3716.0,4651.8
2009-07-26,242.65740277777775,1.7173611111111111,0.3770944444444444,0.0,1019.0,3799.0,4232.266666666666
2009-07-27,242.52809027777778,2.1820833333333334,0.4781708333333334,0.0,2062.0,5202.0,4212.1
2009-07-28,242.22140972222223,2.7680555555555557,0.6269791666666666,0.0,4899.0,4353.0,5795.5
2009-07-29,241.50047222222221,2.711388888888889,0.6263888888888889,869.0,749.0,7549.0,5866.333333333333
2009-07-30,242.4390138888889,2.4106944444444447,0.5502263888888889,0.0,2304.0,4040.0,6861.433333333333
2009-07-31,241.87106250000002,3.002222222222222,0.6776597222222223,865.0,3423.0,6302.0,5673.833333333333
2009-08-01,241.50300694444445,2.207361111111111,0.4909486111111111,0.0,844.0,6248.0,4690.766666666666
2009-08-02,240.94159722222224,1.5684722222222223,0.3400861111111111,0.0,637.0,3539.0,3986.0666666666666
2009-08-03,241.92006944444447,1.5655555555555556,0.3474291666666667,0.0,605.0,3811.0,3922.3
2009-08-04,242.27648611111113,1.6094444444444445,0.3533972222222222,0.0,607.0,3871.0,4003.5333333333333
2009-08-05,242.30757638888886,1.6444444444444444,0.360175,0.0,620.0,4042.0,3982.2
2009-08-06,241.22875000000002,1.677361111111111,0.36991111111111113,0.0,659.0,4193.0,4025.866666666667
2009-08-07,241.3577986111111,1.6958333333333333,0.37451111111111113,0.0,668.0,4232.0,4088.2666666666664
2009-08-08,241.72709722222223,1.6597222222222223,0.3656055555555555,0.0,646.0,4093.0,4035.5333333333333
2009-08-09,242.04941666666664,3.057222222222222,0.6932180555555556,1984.0,2380.0,5154.0,7119.233333333334
2009-08-10,241.02849999999998,3.277083333333333,0.7426097222222222,0.0,3719.0,6012.0,8091.633333333333
2009-08-11,241.84149305555556,2.94875,0.6603847222222222,857.0,1467.0,6577.0,6948.233333333334
2009-08-12,241.80827777777776,2.5543055555555556,0.5725250000000001,912.0,689.0,4991.0,7148.6
2009-08-13,240.94590163934424,4.782149362477232,1.10535883424408,1215.0,3702.0,1709.0,3488.0333333333333
2009-08-14,241.1795763888889,2.2831944444444447,0.5199138888888889,429.0,850.0,4647.0,6551.933333333333
2009-08-15,240.8963472222222,4.605833333333333,1.0514319444444444,3437.0,1852.0,8922.0,11023.366666666667
2009-08-16,240.52084722222224,3.7944444444444443,0.8456333333333333,1604.0,1094.0,5691.0,11906.2
2009-08-17,241.22044444444444,2.4170833333333333,0.5457694444444444,1.0,813.0,6261.0,6023.466666666666
2009-08-18,240.8264861111111,3.2581944444444444,0.7504152777777777,2306.0,1440.0,6324.0,7939.966666666666
2009-08-19,241.54156944444443,2.7259722222222225,0.6116263888888889,896.0,812.0,6044.0,6927.033333333333
2009-08-20,241.08561805555553,2.4233333333333333,0.5386958333333334,0.0,883.0,6138.0,5907.7
2009-08-21,240.61175694444444,3.5033333333333334,0.8067680555555556,3043.0,887.0,7527.0,7905.433333333333
2009-08-22,241.1232361111111,4.760694444444444,1.0755125,4544.0,3203.0,8549.0,9516.3
2009-08-23,241.55547222222222,3.330416666666667,0.7407694444444445,949.0,819.0,6994.0,9016.466666666667
2009-08-24,241.06553472222222,3.7718055555555554,0.8696208333333333,2279.0,737.0,8247.0,9607.9
2009-08-25,241.50986111111112,2.889166666666666,0.6552847222222222,1140.0,755.0,6291.0,7540.833333333333
2009-08-26,241.77745833333333,3.4327777777777775,0.7892680555555556,2131.0,1516.0,7860.0,7435.433333333333
2009-08-27,241.638125,2.317638888888889,0.5204625,0.0,664.0,4283.0,7544.1
2009-08-28,240.8744375,3.3722222222222222,0.7769736111111112,1778.0,1125.0,7485.0,8259.366666666667
2009-08-29,240.97532638888887,4.183472222222222,0.9641763888888889,905.0,1483.0,11707.0,9045.233333333334
2009-08-30,241.08125694444445,4.980277777777778,1.1585708333333333,2653.0,1363.0,10648.0,13141.7
2009-08-31,238.7429027777778,3.822361111111111,0.8788347222222221,960.0,678.0,9974.0,9480.033333333333
2009-09-01,241.22110416666666,2.9940277777777777,0.6809277777777777,0.0,697.0,6073.0,9572.266666666666
2009-09-02,241.81777083333336,3.6381944444444443,0.8491763888888889,947.0,659.0,9921.0,8853.233333333334
2009-09-03,241.33006944444443,3.762083333333333,0.8688805555555557,3319.0,3099.0,5011.0,9424.133333333333
2009-09-04,242.01287499999998,3.05625,0.7113805555555555,0.0,636.0,8095.0,8342.133333333333
2009-09-05,240.86027777777778,4.530833333333333,1.0512958333333333,2988.0,2248.0,10433.0,9562.1
2009-09-06,241.86031944444443,3.665138888888889,0.8532152777777778,995.0,588.0,9031.0,9863.166666666666
2009-09-07,241.71161805555553,3.6395833333333334,0.8482347222222223,2196.0,577.0,8299.0,9285.633333333333
2009-09-08,241.35160416666668,3.2243055555555555,0.7543430555555555,1002.0,577.0,8533.0,7992.233333333334
2009-09-09,241.30850694444445,4.49125,1.056488888888889,964.0,3832.0,10671.0,9888.733333333334
2009-09-10,241.2289513888889,3.3091666666666666,0.7724680555555555,928.0,600.0,6508.0,10503.233333333334
2009-09-11,241.14999305555554,3.565555555555555,0.8431569444444444,0.0,631.0,11693.0,7911.766666666666
2009-09-12,240.70704861111113,6.1425,1.4335819444444446,9583.0,1202.0,12601.0,11019.966666666667
2009-09-13,240.24999305072967,4.688116747741487,1.0912453092425294,4146.0,612.0,10170.0,11243.7
2009-09-14,241.47695833333333,4.6575,1.0936513888888888,2843.0,603.0,9091.0,13710.633333333333
2009-09-15,240.99238194444447,4.285,1.0116708333333333,1769.0,560.0,8644.0,13307.1
2009-09-16,240.23129166666666,5.1497222222222225,1.2105291666666667,1035.0,3470.0,13384.0,11163.7
2009-09-17,241.3606527777778,3.610833333333334,0.8496013888888888,0.0,563.0,9710.0,10117.433333333332
2009-09-18,241.09920138888887,4.038611111111111,0.9541888888888889,1993.0,652.0,9151.0,11104.533333333333
2009-09-19,240.35401388888891,6.259444444444445,1.4831319444444444,1607.0,4050.0,14845.0,15093.166666666666
2009-09-20,241.29544444444446,6.024027777777778,1.4134222222222221,4532.0,2466.0,11935.0,14989.133333333333
2009-09-21,241.2526875,4.20125,0.9846305555555556,921.0,604.0,10844.0,11262.133333333333
2009-09-22,241.18202777777776,3.6991666666666667,0.86565,937.0,597.0,8502.0,10739.6
